match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Anrich Nortje,Delhi Capitals,Kolkata Knight Riders,0.5,1.49,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Anrich Nortje,Delhi Capitals,Kolkata Knight Riders,1.5,3.1,1.32,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Anrich Nortje,Delhi Capitals,Kolkata Knight Riders,2.5,6.75,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Anrich Nortje,Delhi Capitals,Kolkata Knight Riders,3.5,14,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Khaleel Ahmed,Delhi Capitals,Kolkata Knight Riders,0.5,1.4,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Khaleel Ahmed,Delhi Capitals,Kolkata Knight Riders,1.5,2.85,1.37,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Khaleel Ahmed,Delhi Capitals,Kolkata Knight Riders,2.5,6.25,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Khaleel Ahmed,Delhi Capitals,Kolkata Knight Riders,3.5,13,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Mitchell Starc,Kolkata Knight Riders,Delhi Capitals,0.5,1.31,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Mitchell Starc,Kolkata Knight Riders,Delhi Capitals,1.5,2.65,1.42,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Mitchell Starc,Kolkata Knight Riders,Delhi Capitals,2.5,5.75,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Mitchell Starc,Kolkata Knight Riders,Delhi Capitals,3.5,12,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,Kolkata Knight Riders,Delhi Capitals,0.5,1.4,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,Kolkata Knight Riders,Delhi Capitals,1.5,2.85,1.37,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,Kolkata Knight Riders,Delhi Capitals,2.5,6.25,NA,TopSport
Delhi Capitals v Kolkata Knight Riders,Player Wickets,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,Kolkata Knight Riders,Delhi Capitals,3.5,13,NA,TopSport
