match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,David Warner,Delhi Capitals,Kolkata Knight Riders,4.5,1.06,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,David Warner,Delhi Capitals,Kolkata Knight Riders,9.5,1.16,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,David Warner,Delhi Capitals,Kolkata Knight Riders,24.5,1.55,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,David Warner,Delhi Capitals,Kolkata Knight Riders,49.5,3.5,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,David Warner,Delhi Capitals,Kolkata Knight Riders,99.5,19,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Mitchell Marsh,Delhi Capitals,Kolkata Knight Riders,4.5,1.08,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Mitchell Marsh,Delhi Capitals,Kolkata Knight Riders,9.5,1.25,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Mitchell Marsh,Delhi Capitals,Kolkata Knight Riders,24.5,1.95,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Mitchell Marsh,Delhi Capitals,Kolkata Knight Riders,49.5,4.5,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Mitchell Marsh,Delhi Capitals,Kolkata Knight Riders,99.5,23,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Delhi Capitals,4.5,1.08,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Delhi Capitals,9.5,1.2,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Delhi Capitals,24.5,1.75,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Delhi Capitals,49.5,4,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Phil Salt,Kolkata Knight Riders,Delhi Capitals,99.5,23,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Prithvi Shaw,Delhi Capitals,Kolkata Knight Riders,4.5,1.08,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Prithvi Shaw,Delhi Capitals,Kolkata Knight Riders,9.5,1.25,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Prithvi Shaw,Delhi Capitals,Kolkata Knight Riders,24.5,1.95,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Prithvi Shaw,Delhi Capitals,Kolkata Knight Riders,49.5,4.5,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Prithvi Shaw,Delhi Capitals,Kolkata Knight Riders,99.5,23,NA,TAB
Delhi Capitals v Kolkata Knight Riders,Player Runs,Delhi Capitals,Kolkata Knight Riders,Rishabh Pant,Delhi Capitals,Kolkata Knight Riders,4.5,1.09,NA,TAB
