match,market,home_team,away_team,player_name,player_team,opposition_team,line,over_price,under_price,agency
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Abhishek Sharma,Sunrisers Hyderabad,Mumbai Indians,21.5,1.85,1.85,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,9.5,1.18,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,19.5,1.63,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,29.5,2.26,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,39.5,3.1,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,49.5,5.25,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Aiden Markram,Sunrisers Hyderabad,Mumbai Indians,59.5,14,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,9.5,1.27,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,19.5,1.6,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,24.5,1.85,1.85,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,29.5,2.18,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,39.5,2.7,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,49.5,3.4,NA,TopSport
Rajasthan Royals v Delhi Capitals,Player Runs,Rajasthan Royals,Delhi Capitals,David Warner,Delhi Capitals,Rajasthan Royals,59.5,5.5,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,9.5,1.28,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,19.5,1.52,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,29.5,2.26,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,39.5,3.3,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,49.5,3.8,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,59.5,7,NA,TopSport
Lucknow Super Giants v Punjab Kings,Player Runs,Lucknow Super Giants,Punjab Kings,Devdutt Padikkal,Lucknow Super Giants,Punjab Kings,79.5,17,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,9.5,1.12,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,19.5,1.4,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,26.5,1.81,1.89,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,29.5,1.9,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,39.5,2.1,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,49.5,2.7,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,59.5,3.55,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Faf du Plessis,Royal Challengers Bangalore,NA,79.5,8.25,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,9.5,1.05,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,19.5,1.61,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,29.5,1.89,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,39.5,2.46,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,49.5,3.05,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,59.5,3.75,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,79.5,6,NA,TopSport
Royal Challengers Bengaluru v Kolkata Knight Riders,Player Runs,Royal Challengers Bengaluru,Kolkata Knight Riders,Glenn Maxwell,Royal Challengers Bangalore,NA,99.5,11,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,9.5,1.1,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,19.5,1.58,NA,TopSport
Sunrisers Hyderabad v Mumbai Indians,Player Runs,Sunrisers Hyderabad,Mumbai Indians,Heinrich Klaasen,Sunrisers Hyderabad,Mumbai Indians,29.5,1.98,NA,TopSport
